FIPS,PST045211,POP010210,POP050210,POP010200,AGE115210,AGE275210,AGE765210,SEX205210,RHI105210,RHI205210,RHI305210,RHI405210,RHI505210,RHI605210,RHI705210,RHI805210,POP715210,POP645210,POP815210,EDU635210,EDU685210,VET605210,LFE305210,HSG030210,HSG445210,HSG096210,HSG495210,HSD410210,HSD310210,INC910210,INC110210,PVY020210,BZA010209,BZA110209,BZA115209,NES010209,SBO001207,SBO315207,SBO115207,SBO215207,SBO515207,SBO415207,SBO015207,MAN450207,WTN220207,RTN130207,RTN131207,AFN120207,BPS030210,FED110209,LND110210,POP060210
48197,0,4139,-12.4,4724,6.5,24.6,19.5,50.4,85.5,5.9,0.6,0.3,0.0,2.6,21.5,71.0,87.7,3.8,11.3,79.4,14.7,425,17.5,2417,78.8,9.3,46900,1672,2.53,17401,36295,19.2,87,774,-4.3,267,228,0.0,0.0,0.0,0.0,0.0,0.0,0,18629,22226,5387,3359,0,50978,695.11,6.0
48199,0,54635,13.7,48073,6.7,25.8,13.5,50.7,90.6,5.8,0.4,0.5,0.0,1.3,4.4,88.0,83.9,1.5,4.2,85.1,15.4,4531,27.3,22597,78.2,6.2,95500,19711,2.68,23965,52755,12.0,777,8915,1.2,3669,3909,0.0,0.0,0.0,0.0,0.0,0.0,0,35903,612350,11835,37231,87,318462,890.57,61.3
48201,0,4092459,20.3,3400578,8.2,28.0,8.1,50.2,56.6,18.9,0.7,6.2,0.1,3.2,40.8,33.0,81.0,25.0,41.7,77.6,27.7,190111,27.5,1598698,57.8,36.0,131700,1372163,2.85,26788,51444,16.8,91082,1809432,10.3,329426,370841,12.7,0.9,9.9,0.1,23.0,29.2,169275136,205478751,51899053,13276,7874724,15039,29940175,1703.48,2402.4
48203,0,65631,5.7,62110,7.1,25.9,13.3,50.9,68.6,21.9,0.7,0.5,0.0,1.7,11.1,65.0,86.2,5.3,9.4,83.7,16.2,5576,23.4,27704,74.7,7.6,94400,22997,2.72,22019,44425,15.2,1295,18896,19.3,4357,6190,8.7,0.0,1.2,0.0,0.0,27.1,1564301,303576,603936,9541,64027,87,476253,899.95,72.9
48205,0,6062,9.5,5537,5.8,22.6,12.5,39.0,87.0,6.9,0.4,0.5,0.0,1.1,23.9,67.8,79.0,7.3,17.2,78.4,19.8,657,11.6,1946,73.3,3.0,128500,1715,2.61,24616,66583,9.3,89,1083,40.3,330,0,0.0,0.0,0.0,0.0,0.0,0.0,0,41885,34066,6549,1034,0,24456,1462.03,4.1
48207,0,5899,-3.2,6093,5.3,20.8,21.8,47.4,82.7,3.7,0.7,0.5,0.0,2.6,24.0,70.3,83.8,2.0,17.2,77.9,11.7,466,20.9,3443,76.0,5.0,39200,2549,2.29,22734,35295,18.8,130,886,-3.4,408,478,0.0,0.0,0.0,0.0,0.0,0.0,0,0,59213,11504,4662,2,77622,903.13,6.5
48209,0,157107,61.0,97589,6.7,24.7,8.5,50.2,80.7,3.5,0.8,1.2,0.1,2.8,35.3,58.6,75.6,6.9,22.9,88.1,35.0,9987,29.3,59417,67.8,21.7,173300,50479,2.71,25998,56353,16.4,3106,36031,49.9,11759,14240,1.8,1.1,0.9,0.0,18.1,26.2,1081843,451199,1954688,13765,235341,2380,658768,677.98,231.7
48211,0,3807,13.6,3351,8.6,29.3,12.9,49.4,86.9,0.2,0.4,0.5,0.1,1.8,28.5,69.8,87.7,9.4,16.4,80.7,16.3,314,15.7,1629,77.3,4.2,90700,1533,2.39,29343,62159,16.8,160,1340,44.6,325,480,0.0,0.0,0.0,0.0,0.0,0.0,0,63474,39206,11855,4078,0,27395,906.29,4.2
48213,0,78532,7.2,73277,5.9,22.7,19.1,51.0,85.8,6.2,0.6,0.4,0.0,1.8,10.8,80.9,83.7,5.8,9.3,79.0,14.2,7947,31.6,39595,77.5,6.0,86400,30540,2.52,21580,39779,16.8,1244,12923,-0.8,5636,6660,0.0,0.0,0.0,0.0,0.0,0.0,201948,0,657384,8341,63108,60,476140,873.75,89.9
48215,0,774769,36.1,569463,9.6,34.7,9.3,51.3,88.0,0.6,0.3,1.0,0.0,1.3,90.6,7.8,85.4,29.3,84.8,60.2,15.1,24886,21.0,248287,70.8,15.2,73000,205971,3.56,13480,31879,34.4,10660,164066,42.8,62451,65497,0.0,1.1,1.8,0.0,68.8,30.6,1503200,4301122,7898809,11254,757984,3552,3824184,1570.87,493.2
48217,0,35089,8.6,32321,6.5,24.3,18.3,51.0,83.5,6.3,0.5,0.3,0.1,2.0,18.3,73.6,85.6,7.6,15.3,78.1,15.3,3318,30.8,16118,76.5,5.5,85000,12988,2.59,20554,39293,15.0,679,6976,-5.8,2310,2855,0.0,0.0,0.0,0.0,7.1,26.3,153569,41616,400271,11364,44297,9,342838,958.86,36.6
48219,0,22935,1.0,22716,7.6,27.2,12.8,50.7,78.5,3.6,0.9,0.3,0.0,2.5,43.6,51.4,79.0,6.0,30.0,74.1,18.0,1203,19.7,9293,74.4,7.9,71200,8100,2.68,20255,46430,17.0,505,5633,11.0,1292,1930,0.0,0.0,0.0,0.0,0.0,22.0,0,0,201686,9075,19778,8,194455,908.39,25.2
48221,0,51182,24.5,41100,5.7,21.3,21.3,50.8,92.6,0.5,0.7,0.6,0.1,1.5,10.2,87.1,81.9,4.8,8.7,86.2,23.9,6131,32.1,24951,78.5,6.8,152200,20240,2.44,30687,54882,10.9,1220,12266,48.6,4822,5655,0.0,0.0,0.0,0.0,0.0,29.7,0,95542,730014,14785,61900,76,323011,420.64,121.7
48223,0,35161,10.0,31960,6.9,25.6,15.5,50.5,81.5,7.1,0.6,0.5,0.1,2.0,15.3,75.4,85.4,7.9,13.5,78.7,16.7,2667,20.1,15029,71.1,11.3,95300,13045,2.60,21163,41642,15.8,741,10052,11.1,2672,3182,0.0,0.0,0.0,0.0,0.0,20.9,923111,0,447708,13159,29169,14,239330,767.17,45.8
48225,0,23732,2.4,23185,5.7,20.8,19.2,46.2,67.0,26.0,0.4,0.4,0.0,1.4,10.0,62.4,84.6,3.9,9.6,78.5,13.4,1916,26.0,11532,74.3,6.7,67600,7872,2.94,18813,31929,23.7,367,3636,8.3,1254,1597,0.0,0.0,0.0,0.0,0.0,23.5,265384,39066,159279,7027,18698,2,231949,1230.91,19.3
48227,0,35012,4.1,33627,6.5,22.4,13.2,43.7,74.1,6.2,0.9,0.8,0.0,2.1,37.9,53.7,74.6,15.8,30.2,70.8,10.1,2867,16.8,13124,68.9,11.6,57200,11080,2.58,17832,39574,17.7,690,9490,-4.5,1422,2148,0.0,0.0,0.0,0.0,9.0,25.2,2449585,88463,341223,10608,42548,2,502848,900.79,38.9
48229,0,3476,3.9,3344,7.0,30.1,13.6,49.7,78.8,1.4,1.1,0.5,0.0,2.2,79.6,18.1,91.8,33.8,77.9,50.5,10.5,209,24.4,1527,79.4,4.9,43900,1066,3.20,11485,22647,46.0,32,171,-22.6,243,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,12480,3898,1994,0,40703,4570.98,0.8
48231,0,86129,12.4,76596,6.6,24.9,13.9,50.4,81.6,8.3,0.9,1.1,0.2,2.4,13.6,74.8,82.7,6.2,11.3,80.0,17.0,7914,28.7,36704,70.5,14.7,90700,30391,2.70,21646,43101,19.2,1395,21830,6.5,5615,6300,2.8,0.0,0.0,0.0,0.0,30.3,3134435,263413,931267,11302,0,47,2037390,840.32,102.5
48233,0,22150,-7.2,23857,7.2,26.3,14.7,50.0,85.5,2.5,1.6,0.4,0.0,2.7,19.8,74.4,84.5,5.8,15.9,83.5,13.0,1982,18.0,10629,80.6,8.4,56400,8390,2.60,21075,42213,15.2,493,6297,-3.9,1196,1524,0.0,0.0,0.0,0.0,0.0,0.0,0,0,210806,9707,21100,0,148370,887.42,25.0
48235,0,1599,-9.7,1771,4.3,23.0,18.2,49.5,91.6,0.7,0.4,0.2,0.0,2.1,25.5,72.1,95.5,1.6,22.3,81.6,12.3,228,27.9,856,83.2,0.0,74700,620,2.70,31857,48833,1.5,45,282,11.0,220,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,14228,1051.56,1.5
48237,0,9044,3.2,8763,5.4,22.0,14.9,44.4,87.5,3.8,0.7,0.3,0.0,1.1,14.2,80.6,78.0,4.5,10.5,78.9,10.5,740,21.1,4095,77.6,3.3,67500,2984,2.65,21349,46801,17.8,233,2863,112.4,768,1370,0.0,0.0,0.0,0.0,0.0,0.0,0,112265,34121,3926,6468,4,48105,910.66,9.9
48239,0,14075,-2.2,14391,7.3,25.4,16.4,50.6,81.3,7.0,0.4,0.4,0.0,2.1,29.0,62.9,86.6,5.0,23.0,77.2,16.9,953,24.4,6590,74.1,8.2,77500,5030,2.75,24337,47483,11.7,279,3896,-8.0,888,1310,0.0,0.0,0.0,0.0,0.0,0.0,0,66985,133487,9533,9870,12,121057,829.44,17.0
48241,0,35710,0.3,35604,6.8,24.9,16.6,50.9,77.7,16.7,0.6,0.6,0.0,1.5,5.6,75.4,86.5,3.2,6.2,81.6,14.0,3427,24.5,16798,79.3,6.2,76600,13466,2.54,19182,38062,18.6,650,8963,2.3,2570,3387,11.4,0.0,0.0,0.0,3.2,29.4,725620,123310,371047,10809,32582,40,309719,938.85,38.0
48243,0,2342,6.1,2207,3.8,19.8,23.2,49.3,90.2,1.0,0.6,0.3,0.0,2.0,33.7,63.6,77.8,5.5,34.7,83.9,34.3,260,13.5,1613,78.8,1.1,101300,999,2.13,22007,43750,14.7,59,330,-23.6,264,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,7132,3227,7053,0,16710,2264.56,1.0
48245,0,252273,0.1,252051,6.8,23.9,12.7,48.9,52.2,33.8,0.5,3.4,0.0,2.0,17.0,44.6,82.5,9.6,17.0,81.4,17.8,18373,19.0,104424,65.2,19.9,88400,90671,2.57,22095,42293,18.8,5721,106468,6.0,14248,17642,19.8,0.4,6.7,0.0,6.6,28.8,0,2852515,3973125,16453,387509,1111,2240568,876.30,287.9
48247,0,5300,0.4,5281,8.7,29.0,14.9,50.6,87.9,0.4,0.4,0.3,0.0,1.5,92.6,6.3,89.9,12.6,84.6,68.9,12.4,303,24.0,2441,72.0,8.7,65000,1738,2.99,17163,40000,12.0,101,1293,62.8,368,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,61626,12577,3600,0,76512,1136.14,4.7
48249,0,40838,3.8,39326,8.2,28.8,13.1,50.8,87.2,0.6,0.7,0.4,0.0,1.6,79.0,19.7,83.0,3.6,55.6,70.6,10.6,2601,22.7,16147,73.3,9.1,67800,13441,2.90,16976,37020,21.9,846,13644,40.8,2747,3523,0.0,0.0,0.0,0.0,0.0,23.0,0,193387,462397,11263,46050,18,406674,864.97,47.2
48251,0,150934,19.0,126811,7.1,27.3,11.5,50.0,87.2,2.6,0.7,0.7,0.3,2.1,18.1,76.6,85.2,6.9,13.6,81.7,16.1,11350,29.1,56719,76.6,8.8,111800,50425,2.87,23669,54954,10.5,2559,38159,43.6,10697,13199,3.0,0.6,0.0,0.0,6.9,23.4,1441386,536239,1269633,8490,126352,833,756101,724.69,208.3
48253,0,20202,-2.8,20785,4.7,18.5,13.7,38.7,71.2,11.6,0.6,0.4,0.0,1.7,24.8,62.1,76.2,4.4,18.7,69.6,9.3,2052,25.8,7422,78.8,4.6,51700,6022,2.40,15880,39568,12.3,301,2458,-21.9,1195,1607,0.0,0.0,0.0,0.0,0.0,17.6,0,378967,163334,8527,4601,0,162003,928.55,21.8
48255,0,14824,-4.0,15446,5.6,20.0,14.0,40.4,70.2,9.3,0.5,0.2,0.0,1.3,49.8,40.2,71.7,14.4,47.7,65.6,8.4,1157,25.6,5650,68.8,10.3,69700,4657,1.91,15949,39611,19.0,241,2311,14.9,830,1150,0.0,0.0,0.0,0.0,0.0,0.0,0,40670,101827,6766,8635,25,147205,747.56,19.8
48257,0,103350,44.9,71313,7.5,28.8,10.3,50.8,79.1,10.4,0.7,0.9,0.0,2.3,17.0,70.0,81.3,6.5,13.8,82.7,17.2,7085,32.0,38322,77.6,8.3,130000,33131,2.93,23909,58555,11.4,1692,20779,2.3,8358,10231,0.0,0.9,0.0,0.0,0.0,27.2,1172591,443125,943809,9770,93663,189,616312,780.70,132.4
48259,0,33410,40.7,23743,5.3,24.2,16.7,51.2,90.7,0.5,0.6,0.6,0.1,1.9,20.4,77.1,84.1,7.5,16.1,91.1,35.5,3665,25.9,14055,75.4,12.3,243900,12055,2.57,36418,66655,7.1,1083,9844,58.8,4151,5224,1.1,0.0,0.0,0.0,7.8,28.0,180918,285308,808099,25877,55776,202,259170,662.45,50.4
48261,0,416,0.5,414,6.5,24.5,14.2,49.0,87.5,1.2,1.4,0.2,0.0,2.9,76.7,20.7,100.0,2.5,36.1,59.8,17.9,16,16.3,233,38.0,18.4,71000,92,2.62,16655,48333,14.9,12,71,0.0,21,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,4012,1458.33,0.3
48263,0,808,-5.9,859,4.7,22.9,25.7,51.5,93.2,1.0,0.9,0.0,0.0,1.4,14.9,82.8,83.3,1.4,8.3,90.6,19.4,60,14.6,552,80.8,0.0,48900,365,2.09,27021,47750,5.4,10,0,0.0,67,91,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,9791,902.51,0.9
48265,0,49625,13.7,43653,5.2,20.2,24.8,51.5,87.7,1.8,0.7,0.8,0.1,2.1,24.0,72.2,81.7,6.6,18.3,86.2,27.0,6561,18.9,23831,73.6,11.0,129600,20285,2.31,25454,43072,14.1,1421,15346,7.2,4797,6312,0.0,0.0,0.0,0.0,8.9,23.2,161752,0,719852,15159,97589,41,438119,1103.32,45.0
48267,0,4607,3.1,4468,5.1,20.4,22.8,50.5,91.5,0.4,0.8,0.4,0.1,0.8,23.4,74.9,82.4,10.4,22.5,76.5,20.3,581,17.0,3371,71.7,6.8,89500,1897,2.40,27118,43429,14.6,150,1080,-6.3,445,539,0.0,0.0,0.0,0.0,0.0,26.9,0,125,78662,17777,8162,1,33791,1250.99,3.7
48269,0,286,-19.7,356,3.8,23.8,13.3,50.7,93.7,0.0,1.0,0.0,0.0,1.4,13.6,84.6,77.2,9.1,1.9,90.8,36.8,7,4.5,186,38.9,5.7,325000,95,2.31,39511,61563,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,6722,910.87,0.3
48271,0,3598,6.5,3379,5.3,20.1,24.3,45.7,88.6,1.5,0.7,0.3,0.0,2.1,55.7,41.6,82.6,11.0,48.8,75.4,14.5,397,17.6,1940,79.7,7.0,46400,1150,2.99,14207,24388,32.2,36,347,64.5,193,217,0.0,0.0,0.0,0.0,0.0,18.9,0,0,8052,2430,1089,0,42747,1360.06,2.6
48273,0,32061,1.6,31549,7.7,25.1,11.5,49.0,79.9,3.7,0.6,2.3,0.1,2.4,70.2,23.3,77.3,6.4,50.4,76.1,20.4,2302,18.0,12787,59.7,22.9,74500,10924,2.74,18580,36571,24.8,558,7000,30.7,1567,2053,0.0,0.0,0.0,0.0,45.0,0.0,0,0,657070,21446,43247,19,380088,881.31,36.4
48275,0,3719,-12.6,4253,7.5,25.3,21.2,50.7,76.4,5.8,0.6,0.2,0.0,3.0,29.6,63.1,89.0,9.9,22.4,75.5,12.9,318,14.2,2044,67.8,11.9,42900,1625,2.25,20375,32055,16.0,113,832,16.7,267,368,0.0,0.0,0.0,0.0,0.0,0.0,0,41626,34309,9896,1406,0,60259,850.62,4.4
48277,0,49793,2.7,48499,6.4,24.3,16.6,51.7,79.3,13.5,1.4,0.6,0.0,2.7,6.5,76.1,82.4,4.1,7.0,82.4,17.4,4172,19.1,22481,68.8,12.7,81100,19053,2.57,20588,38015,16.7,1170,17650,5.2,3398,5469,0.0,0.0,0.0,0.0,0.0,31.5,2411601,0,637577,13019,61073,46,444311,907.19,54.9
48279,0,13977,-5.0,14709,8.1,29.3,15.9,50.2,74.4,4.3,0.9,0.1,0.0,2.3,51.7,43.1,83.1,10.4,37.4,71.9,13.8,813,16.2,6128,75.1,6.1,50100,4804,2.90,17553,35458,17.9,274,2921,0.5,708,1038,0.0,0.0,0.0,0.0,0.0,15.9,0,84216,95775,6933,6963,0,137879,1016.18,13.8
48281,0,19677,10.8,17762,6.2,24.8,15.8,50.7,85.3,3.2,0.9,1.0,0.2,3.2,17.5,75.4,80.4,7.2,15.3,82.6,17.3,2987,27.4,8718,76.2,5.6,121300,7031,2.67,22943,46378,14.6,396,3598,0.7,1356,1639,0.0,0.0,0.0,0.0,0.0,29.0,0,11547,207126,10008,16104,14,165861,712.84,27.6
48283,0,6886,17.4,5866,6.0,21.7,12.4,40.6,89.7,0.5,0.6,0.1,0.0,1.2,86.0,13.0,80.5,7.7,61.1,59.9,8.1,371,27.5,2746,61.2,13.3,39600,1872,3.17,13542,30144,21.8,83,1289,57.8,394,424,0.0,0.0,0.0,0.0,34.7,30.2,0,0,79867,13480,5336,6,73470,1486.69,4.6
48285,0,19263,0.3,19210,6.4,23.1,21.2,51.1,86.0,6.8,0.3,0.3,0.1,1.7,16.0,76.2,90.7,4.7,18.0,76.3,14.0,1340,25.1,10344,78.3,5.2,83100,7974,2.36,23168,41429,10.5,453,5322,-19.2,1570,1762,0.0,0.0,0.0,0.0,0.0,27.7,238235,221171,172013,9224,9065,9,200993,969.71,19.9
48287,0,16612,6.1,15657,6.5,26.2,15.8,49.4,78.9,10.9,0.6,0.3,0.1,1.9,22.4,65.0,85.7,4.9,18.9,79.1,14.5,1558,25.6,7499,76.8,9.1,115300,6022,2.68,23074,46986,10.8,408,3966,12.5,1167,1826,0.0,0.0,0.0,0.0,0.0,14.0,128453,58172,162558,10056,13214,20,94523,629.02,26.4
48289,0,16801,9.6,15335,6.1,22.3,21.5,50.1,84.9,7.2,0.4,0.5,0.0,1.4,13.5,77.8,87.4,5.3,8.9,78.7,12.6,2069,24.7,9509,83.7,4.2,78100,6569,2.50,22484,40355,16.7,361,4343,19.5,1516,1647,0.0,0.0,0.0,0.0,0.0,0.0,0,92320,159859,9761,13118,0,181185,1073.15,15.7
48291,0,75643,7.8,70154,6.9,25.6,11.2,50.8,77.2,10.8,0.6,0.5,0.0,2.0,18.0,69.2,79.3,6.8,15.0,73.2,8.8,6096,34.3,28759,78.9,5.9,79200,24034,2.87,18807,45929,15.4,1027,12610,8.1,4682,5296,0.0,0.0,0.0,0.0,9.0,0.0,0,151545,653043,8729,48868,269,489888,1158.42,65.3
48293,0,23384,6.0,22051,6.5,23.6,16.1,48.2,69.0,17.5,0.5,0.4,0.0,2.0,19.1,61.7,83.4,8.3,15.5,74.5,12.0,1742,22.3,10536,78.8,4.5,78600,7856,2.52,18420,42140,18.9,402,5444,22.3,1319,1648,0.0,0.0,0.0,0.0,0.0,39.5,210827,27428,268348,11976,18247,4,209675,905.29,25.8
48295,0,3302,8.0,3057,7.7,27.6,14.7,49.7,86.2,0.8,1.1,0.3,0.0,2.2,30.5,67.0,81.8,11.0,23.5,81.5,22.5,231,19.5,1512,77.6,7.9,73700,1127,2.85,24839,52566,14.2,99,0,0.0,274,318,0.0,0.0,0.0,0.0,0.0,0.0,0,47171,24490,8169,0,2,20939,932.18,3.5
48297,0,11531,-6.3,12309,5.0,20.4,19.2,46.3,87.7,4.4,0.8,0.5,0.0,1.5,35.2,59.0,83.1,4.7,27.5,77.1,14.0,1125,25.7,6065,80.4,3.8,83500,3856,2.62,21540,43719,13.3,229,1926,16.0,796,1191,0.0,0.0,0.0,0.0,0.0,0.0,0,25250,112717,9981,11666,8,117618,1039.70,11.1
48299,0,19301,13.2,17044,4.3,15.9,31.1,51.7,94.9,0.6,0.6,0.4,0.0,1.4,8.0,89.6,86.3,3.5,8.3,88.0,26.0,2807,26.0,14280,77.9,14.6,150700,8463,2.21,29027,41969,12.6,434,3710,7.4,1937,2875,0.0,0.0,0.0,0.0,0.0,0.0,0,94883,113011,6183,61053,197,147093,934.03,20.7
48301,0,82,22.4,67,3.7,11.0,14.6,43.9,79.3,0.0,4.9,0.0,0.0,7.3,22.0,73.2,92.7,0.0,0.0,92.3,17.9,0,19.0,50,45.5,6.3,66700,22,1.86,42220,83889,0.0,1,0,0.0,24,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,871,668.93,0.1
48303,0,278831,14.9,242628,7.2,24.3,11.0,50.6,77.3,7.5,0.7,2.1,0.1,2.5,31.9,57.3,74.4,5.2,21.8,83.4,27.5,17378,16.3,115064,59.7,24.5,103100,102170,2.53,22831,42562,18.8,6813,103866,11.1,17847,23670,2.1,0.7,2.0,0.0,12.8,23.1,0,3707401,3924861,14929,0,1451,1760477,895.60,311.3
48305,0,5915,-9.7,6550,7.4,27.8,15.8,50.2,80.3,2.1,1.2,0.1,0.0,2.3,46.4,50.4,84.7,6.6,34.5,74.2,15.9,312,16.8,2676,73.9,4.8,66900,2165,2.77,19752,43672,16.9,95,704,-10.1,307,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,19743,3415,795,1,85142,891.87,6.6
48307,0,8283,1.0,8205,6.5,24.6,19.9,51.0,83.9,1.9,0.7,0.4,0.0,1.8,29.9,67.2,78.9,5.9,20.6,74.8,20.4,611,12.8,4302,71.6,8.3,71200,3098,2.60,20116,34459,22.9,218,2098,-2.8,725,1150,0.0,0.0,0.0,0.0,0.0,0.0,0,31149,104265,13357,8752,0,84440,1065.60,7.8
48309,0,234906,10.0,213517,7.1,25.4,12.5,51.4,69.8,14.8,0.6,1.4,0.0,2.5,23.6,58.9,81.1,8.2,18.2,80.3,20.6,17934,18.5,95124,60.1,24.3,101000,82998,2.68,20652,40672,20.5,4955,94548,4.3,13208,16888,5.1,0.7,1.6,0.0,8.9,28.4,5888916,4606220,2942576,12892,375262,602,1871880,1037.10,226.5
48311,0,707,-16.9,851,4.0,16.8,26.4,48.1,90.9,1.1,0.0,0.4,0.0,2.5,36.9,61.1,91.6,6.6,44.6,78.7,10.5,124,20.8,485,83.1,2.6,83100,307,2.92,21358,41453,9.1,14,100,58.7,104,87,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,7201,1139.43,0.6
48313,0,13664,5.6,12940,6.0,22.0,13.9,42.4,67.0,19.9,0.5,0.6,0.0,1.7,19.7,58.8,89.8,7.7,21.3,78.2,11.5,746,24.2,5096,79.4,3.6,84700,3592,2.84,14245,37207,20.4,205,1893,1.0,877,0,0.0,0.0,0.0,0.0,0.0,0.0,0,31907,178851,13503,13114,19,74545,466.07,29.3
48315,0,10546,-3.6,10941,5.2,19.0,21.5,51.0,73.5,22.0,0.8,0.5,0.0,2.1,3.1,71.7,89.7,2.3,3.0,76.9,11.2,1541,26.8,6218,79.8,3.8,58700,4744,2.25,20125,29943,23.2,158,1439,25.2,694,824,0.0,0.0,0.0,0.0,0.0,0.0,0,5546,66344,6230,5753,5,105564,380.88,27.7
48317,0,4799,1.1,4746,8.2,30.3,12.3,49.8,84.7,1.6,0.6,0.3,0.1,1.8,43.5,53.7,89.7,9.2,29.9,70.9,12.6,247,18.5,1852,75.4,8.2,75200,1492,3.08,19695,38111,7.2,93,815,46.3,334,0,0.0,0.0,0.0,0.0,0.0,0.0,0,24422,45368,10274,0,9,55080,914.94,5.2
48319,0,4012,7.3,3738,5.0,21.2,24.4,50.7,93.0,0.4,0.4,0.2,0.0,1.0,21.5,77.1,92.1,2.3,10.5,79.9,28.9,460,13.8,2733,79.8,3.3,131400,1553,2.53,23555,38702,16.3,141,769,43.7,567,827,0.0,0.0,0.0,0.0,0.0,0.0,0,41336,28978,7426,3659,9,33865,928.80,4.3
48321,0,36702,-3.3,37957,7.0,26.4,14.3,50.0,71.2,11.4,0.7,2.0,0.0,2.3,38.3,47.4,88.6,10.2,26.9,76.6,14.1,3050,21.6,18801,71.6,15.1,83400,13786,2.63,22623,43205,21.6,729,7882,-0.1,2441,2943,0.0,0.0,0.0,0.0,0.0,23.0,0,0,313945,8547,38800,68,816342,1100.28,33.4
48323,0,54258,14.7,47297,8.8,33.8,10.6,51.2,91.4,0.2,1.2,0.3,0.0,1.0,95.7,2.9,88.1,34.2,93.8,55.2,13.7,1707,19.5,17462,69.7,15.7,77700,14552,3.61,12444,28813,33.6,770,10939,39.1,4145,4417,0.0,0.0,0.0,0.0,78.0,0.0,0,0,504755,9897,48530,205,395854,1279.26,42.4
48325,0,46006,17.1,39304,6.5,25.8,13.5,48.6,85.6,2.2,0.7,0.6,0.1,2.2,49.7,46.5,88.2,5.9,36.2,78.3,19.3,4675,29.0,17991,76.8,6.4,102900,15106,2.83,20604,49138,15.9,637,5220,6.4,2960,3877,0.0,0.0,0.0,0.0,28.6,0.0,75313,189912,360081,8231,29785,12,299511,1325.36,34.7
48327,0,2242,-5.0,2360,5.7,19.6,26.9,49.5,82.4,0.6,0.8,0.1,0.0,1.7,35.2,63.6,86.4,4.5,24.3,80.1,13.9,314,21.9,1702,74.9,1.4,66600,927,2.31,23362,40996,18.6,53,283,-2.1,255,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6667,16323,7758,0,0,24134,902.03,2.5
48329,0,136872,18.0,116009,8.0,27.4,11.0,50.9,76.9,6.6,0.7,1.3,0.0,2.4,37.7,53.2,81.3,8.3,28.8,81.2,23.9,8857,17.3,54351,69.7,21.3,121200,49122,2.66,30956,54945,12.5,4496,61008,32.6,13246,16151,2.5,0.0,3.1,0.0,16.0,24.0,533829,2411656,2276743,18058,259193,394,621592,900.30,152.0
48331,0,24757,2.1,24238,6.9,26.5,17.4,50.6,78.1,10.0,0.7,0.4,0.0,1.8,23.3,65.5,85.8,4.3,15.0,81.5,13.5,2225,26.2,11305,73.0,5.4,81600,9575,2.57,21509,39035,17.6,416,4221,-22.9,1490,1834,0.0,0.0,0.0,0.0,0.0,26.9,0,87312,181361,7334,17678,3,207874,1016.93,24.3
48333,0,4936,-4.2,5151,6.0,24.3,23.5,50.5,90.0,0.5,0.4,0.2,0.0,1.5,16.6,81.5,88.5,8.0,13.9,77.2,18.7,620,18.3,2846,78.5,3.0,95000,1974,2.44,20438,31895,15.7,126,821,-4.5,409,661,0.0,0.0,0.0,0.0,0.0,0.0,0,0,70373,14123,2080,0,49349,748.26,6.6
48335,0,9403,-3.0,9698,5.2,19.4,13.1,38.9,68.4,11.3,0.7,0.3,0.0,1.6,37.0,50.5,66.4,5.6,27.7,73.4,9.4,753,16.7,4064,77.8,4.8,55300,2711,2.31,13358,37260,15.3,126,1143,-9.5,454,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3384,55754,6003,3667,1,68375,911.09,10.3
48337,0,19719,3.1,19117,6.3,23.0,19.7,51.0,93.2,0.3,0.9,0.3,0.0,1.6,9.8,88.0,83.8,3.4,7.4,81.2,16.7,2010,26.5,10131,78.1,5.0,83900,7978,2.45,22328,42482,13.2,457,4111,24.8,1911,2204,0.0,0.0,0.0,0.0,0.0,31.5,0,38556,213681,10894,10935,0,164208,930.91,21.2
48339,0,455746,55.1,293768,7.3,27.6,10.4,50.4,83.5,4.3,0.7,2.1,0.1,2.3,20.8,71.2,82.1,12.1,18.4,85.9,29.7,30570,31.6,177647,75.6,13.5,157100,150546,2.82,31959,65620,10.9,8743,121158,41.6,36204,40269,0.0,0.0,2.1,0.0,9.7,25.9,3667010,6399326,5260066,12748,728582,2932,2015347,1041.74,437.5
48341,0,21904,8.9,20121,9.3,32.0,9.6,48.3,72.5,1.5,1.3,6.1,0.1,2.1,52.7,38.2,79.5,23.5,49.4,69.5,13.7,845,16.1,7881,66.7,15.5,83100,6724,3.12,18239,44216,13.4,447,8069,16.8,964,1437,0.0,0.0,0.0,0.0,26.0,0.0,0,0,217873,10995,22995,12,86996,899.69,24.3
